OBEC, ULICA, PSC, DPOSTA, OKRES
 Ábelová;;985 13;Ábelová;Lučenec
  Tisinec;;091 01;Stropkov;Stropkov
  Tokajík;;090 34;Tokajík;Stropkov
  Topoľa;;067 65;Topoľa;Snina
  Topoľovka;;067 45;Topoľovka;Humenné
  Toporec;;059 95;Toporec;Kežmarok
  Torysa;;082 76;Torysa;Sabinov
  Torysky;;053 71;Vyšné Repaše;Levoča
  Tovarné;;094 01;Tovarné;Vranov nad Topľou
  Tovarnian.Polianka;;094 01;Tovarné;Vranov nad Topľou
  Trnkov;;082 12;Kapušany pri Prešove;Prešov
  Tročany;;086 41;Raslavice;Bardejov
  Tuhrina;;082 07;Tuhrina;Prešov
  Tulčík;;082 13;Tulčík;Prešov
  Turany nad Ondavou;;090 33;Turany nad Ondavou;Stropkov
  Turcovce;;067 23;Baškovce pri Humennom;Humenné
  Tvarožná;;059 71;Ľubica;Kežmarok
  Ubľa;;067 73;Ubľa;Snina
  Udavské;;067 31;Udavské;Humenné
  Údol;;065 45;Plavnica;Stará Ľubovňa
  Ulič;;067 67;Ulič;Snina
  Uličské Krivé;;067 67;Ulič;Snina
  Uloža;;053 71;Vyšné Repaše;Levoča
  Úsvit;;059 11;Hozelec;Poprad
  Uzovce;;082 66;Uzovce;Sabinov
  Uzovské Pekľany;;082 63;Jarovnice;Sabinov
  Uzovský Šalgov;;082 61;Ražňany;Sabinov
  Vagrinec;;090 03;Ladomirová;Svidník
  Valaškovce;;066 01;Humenné 1;Humenné
  Valentovce;;067 01;Radvaň nad Laborcom;Medzilaborce
  Valkovce;;090 42;Okruhlé;Svidník
  Vaniškovce;;086 41;Raslavice;Bardejov
  Vápeník;;090 02;Kružlová;Svidník
  Varadka;;086 36;Nižná Polianka;Bardejov
  Varechovce;;090 23;Havaj;Stropkov
  Varhaňovce;;082 05;Šarišské Bohdanovce;Prešov
  Vavrinec;;094 31;Hanušovce nad Topľou;Vranov nad Topľou
  Vechec;;094 12;Vechec;Vranov nad Topľou
  Veľká;;058 01;Poprad 1;Poprad
  Veľká Franková;;059 78;Veľká Franková;Kežmarok
  Veľká Lesná;;065 34;Veľká Lesná;Stará Ľubovňa
  Veľká Lomnica;;059 52;Veľká Lomnica;Kežmarok
  Veľkrop;;091 01;Stropkov;Stropkov
  Veľký Lipník;;065 33;Veľký Lipník;Stará Ľubovňa
  Veľký Slavkov;;059 91;Veľký Slavkov;Poprad
  Veľký Slivník;;082 67;Terňa;Prešov
  Veľký Šariš;;082 21;Veľký Šariš;Prešov
  Veľopolie;;067 31;Udavské;Humenné
  Vernár;;059 17;Vernár;Poprad
  Vikartovce;;059 19;Vikartovce;Poprad
  Vislanka;;065 41;Ľubotín;Stará Ľubovňa
  Vislava;;090 21;Chotča;Stropkov
  Víťaz;;082 38;Víťaz;Prešov
  Víťazovce;;067 24;Lukačovce pri Humennom;Humenné
  Vlača;;094 31;Hanušovce nad Topľou;Vranov nad Topľou
  Vladiča;;090 23;Havaj;Stropkov
  Vlková;;059 72;Vrbov;Kežmarok
  Vlkovce;;059 71;Ľubica;Kežmarok
  Vojňany;;059 02;Slovenská Ves;Kežmarok
  Vojtovce;;091 01;Stropkov;Stropkov
  Volica;;067 01;Radvaň nad Laborcom;Medzilaborce
  Vranov;;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;1. mája;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;A. Dubčeka;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;B. Němcovej;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Bernolákova;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Budovateľská;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Cintorínska;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Čemernianska;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Dlhá;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Dlhá;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Dobrianskeho;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Domašská;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Dr. Daxnera;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Dubník;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Duklianskych hrdinov;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;E. Urxa;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Ulica gen. Svobodu;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Gorkého;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Herlianska;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Hlovíkova;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Hronského;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Hviezdoslavova;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Janka Kráľa;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Janka Matušku;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Jarková;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Jarná;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Jarná;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Kalinčiakova;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Komenského;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Ulica kpt. Nálepku;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Krátka;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Kukučínova;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Kvetná;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Lesná;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Lesnícka;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Lomnická;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;M. Benku;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;M. R. Štefánika;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Makovická;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Mierová;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Michala Lacka;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Mlynská;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Na hrunku;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Na vŕšku;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Nám P. P. Gojdiča;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Nám. slobody;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Nám. sv. Cyrila a Me;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Nemocničná;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Nerudova;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Obchodná;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Ondavská;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Opálová;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;P. J. Šafárika;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Palárikova;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Pod dolami;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Podhrunkovská;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Porubská;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Prešovská;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Pribinova;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Puškinova;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Rázusova;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Ružová;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Sadová;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Sídlisko 1. mája;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Sídlisko I;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Sídlisko II;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Sídlisko juh;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Sídlisko lúčna;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Sídlisko Okulka;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Sládkovičova;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Slanská;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Slnečná;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Staničná;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Svätoplukova;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Školská;093 02;Vranov nad Topľou 2;Vranov nad Topľou
  Vranov nad Topľou;Štúrova;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Tehelná;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Tolstého;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Toplianska;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Trepská;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Vajanského;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Veterná;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Viničná;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Záborského;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Záhradná;093 01;Vranov nad Topľou 1;Vranov nad Topľou
  Vranov nad Topľou;Zimná;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vranov nad Topľou;Železničná;093 03;Vranov nad Topľou 3;Vranov nad Topľou
  Vrbov;;059 72;Vrbov;Kežmarok
  Výborná;;059 02;Slovenská Ves;Kežmarok
  Vydraň;;068 01;Medzilaborce;Medzilaborce
  Vydrník;;059 14;Spišský Štiavnik;Poprad
  Vydumanec;;080 01;Prešov 1;Prešov
  Výrava;;067 16;Výrava;Medzilaborce
  Vysielač;;080 01;Prešov 1;Prešov
  Vysoká;;082 74;Brezovica nad Torysou;Sabinov
  Vysoké Tatry;;062 01;Starý Smokovec;Poprad
  Vyškovce;;090 21;Chotča;Stropkov
  Vyšná Jablonka;;067 34;Nižná Jablonka;Humenné
  Vyšná Jedľová;;089 01;Svidník;Svidník
  Vyšná Olšava;;090 32;Miňovce;Stropkov
  Vyšná Pisaná;;090 01;Kapišová;Svidník
  Vyšná Polianka;;086 36;Nižná Polianka;Bardejov
  Vyšná Sitnica;;094 07;Nižná Sitnica;Humenné
  Vyšná Šebastová;;080 06;Prešov 6;Prešov
  Vyšná Vladiča;;090 23;Havaj;Stropkov
  Vyšná Voľa;;086 21;Lukavica pri Bardejove;Bardejov
  Vyšné Hágy;;059 84;Vyšné Hágy;Poprad
  Vyšné Ladičkovce;;067 11;Ľubiša;Humenné
  Vyšné Raslavice;;086 41;Raslavice;Bardejov
  Vyšné Repaše;;053 71;Vyšné Repaše;Levoča
  Vyšné Ružbachy;;065 02;Vyšné Ružbachy;Stará Ľubovňa
  Vyšný Hrabovec;;090 34;Tokajík;Stropkov
  Vyšný Hrušov;;067 32;Vyšný Hrušov;Humenné
  Vyšný Kazimír;;094 09;Sedliská;Vranov nad Topľou
  Vyšný Komárnik;;090 05;Krajná Poľana;Svidník
  Vyšný Kručov;;086 45;Marhaň;Bardejov
  Vyšný Mirošov;;090 11;Vyšný Orlík;Svidník
  Vyšný Orlík;;090 11;Vyšný Orlík;Svidník
  Vyšný Slavkov;;053 73;Brutovce;Levoča
  Vyšný Tvarožec;;086 02;Gaboltov;Bardejov
  Vyšný Žipov;;094 33;Vyšný Žipov;Vranov nad Topľou
  Záborské;;082 53;Petrovany;Prešov
  Záhradné;;082 16;Fintice;Prešov
  Zálesie;;059 04;Spišské Hanušovce;Kežmarok
  Zámutov;;094 15;Zámutov;Vranov nad Topľou
  Závada;;054 01;Levoča;Levoča
  Závada;;094 08;Ruská Poruba;Humenné
  Závadka;;066 01;Humenné 1;Humenné
  Závadka;;082 67;Terňa;Prešov
  Závodie;;065 46;Malý Lipník;Stará Ľubovňa
  Zboj;;067 68;Zboj;Snina
  Zbojné;;067 13;Rokytov pri Humennom;Medzilaborce
  Zborov;;086 33;Zborov;Bardejov
  Zbudská Belá;;067 01;Radvaň nad Laborcom;Medzilaborce
  Zbudské Dlhé;;067 12;Koškovce;Humenné
  Zemplínske Hámre;;067 77;Zemplínske Hámre;Snina
  Zimná Studňa;;082 12;Kapušany pri Prešove;Prešov
  Zlatá Baňa;;082 52;Kokošovce;Prešov
  Zlaté;;086 01;Rokytov;Bardejov
  Zlatník;;094 33;Vyšný Žipov;Vranov nad Topľou
  Zubné;;067 33;Papín;Humenné
  Žakovce;;059 73;Žakovce;Kežmarok
  Žalobín;;094 03;Žalobín;Vranov nad Topľou
  Žatkovce;;082 67;Terňa;Prešov
  Ždiar;;059 55;Ždiar;Poprad
  Žehňa;;082 06;Žehňa;Prešov
  Železník;;087 01;Giraltovce;Svidník
  Želmanovce;;086 44;Kuková;Svidník
  Žipov;;082 41;Bajerov;Prešov
  Župčany;;080 01;Prešov 1;Prešov
 Abrahám;;925 45;Abrahám;Galanta
  Amadeho Kračany;;930 03;Kráľovičove Kračany;Dunajská Streda
  Báč;;930 30;Rohovce;Dunajská Streda
  Baka;;930 04;Baka;Dunajská Streda
  Baloň;;930 08;Čiližská Radvaň;Dunajská Streda
  Banka;;921 01;Piešťany 1;Piešťany
  Bašovce;;922 01;Ostrov pri Piešťanoch;Piešťany
  Beketfa;;930 34;Holice na Ostrove;Dunajská Streda
  Bellova Ves;;930 52;Blahová;Dunajská Streda
  Benkova Potôň;;930 36;Horná Potôň;Dunajská Streda
  Biely Kostol;;919 34;Biely Kostol;Trnava
  Bílkove Humence;;908 77;Borský Mikuláš;Senica
  Bíňovce;;919 07;Bíňovce;Trnava
  Blahová;;930 52;Blahová;Dunajská Streda
  Blatná na Ostrove;;930 32;Blatná na Ostrove;Dunajská Streda
  Bodíky;;930 31;Vojka nad Dunajom;Dunajská Streda
  Bohdanovce n/Trnavou;;919 09;Bohdanovce nad Trnavou;Trnava
  Boheľov;;929 01;Dunajská Streda 1;Dunajská Streda
  Bohunice;;919 30;Jaslovské Bohunice;Trnava
  Bojničky;;920 55;Bojničky;Hlohovec
  Boleráz;;919 08;Boleráz;Trnava
  Borová;;919 61;Ružindol;Trnava
  Borovce;;922 09;Borovce;Piešťany
  Borský Mikuláš;;908 77;Borský Mikuláš;Senica
  Borský Peter;;908 77;Borský Mikuláš;Senica
  Borský Svätý Jur;;908 79;Borský Svätý Jur;Senica
  Brestovany;;919 27;Brestovany;Trnava
  Brodské;;908 85;Brodské;Skalica
  Bučany;;919 28;Bučany;Trnava
  Bučuháza;;931 01;Šamorín;Dunajská Streda
  Buková;;919 10;Buková pri Trnave;Trnava
  Búštelek;;930 39;Zlaté Klasy;Dunajská Streda
  Cerová;;906 33;Cerová;Senica
  Cífer;;919 43;Cífer;Trnava
  Cunín;;908 48;Kopčany;Skalica
  Čáčov;;905 01;Senica 1;Senica
  Čakany;;930 40;Štvrtok na Ostrove;Dunajská Streda
  Čáry;;908 43;Čáry;Senica
  Častkov;;906 04;Rohov;Senica
  Čečínska Potôň;;930 36;Horná Potôň;Dunajská Streda
  Čechová;;930 34;Holice na Ostrove;Dunajská Streda
  Čenkesfa;;929 01;Dunajská Streda 1;Dunajská Streda
  Čenkovce;;930 39;Zlaté Klasy;Dunajská Streda
  Červeník;;920 42;Červeník;Hlohovec
  Čierna Voda;;925 06;Čierna Voda;Galanta
  Čierny Brod;;925 08;Čierny Brod;Galanta
  Čilistov;;931 01;Šamorín;Dunajská Streda
  Čiližská Radvaň;;930 08;Čiližská Radvaň;Dunajská Streda
  Čukárska Paka;;930 51;Veľká Paka;Dunajská Streda
  Dechtice;;919 53;Dechtice;Trnava
  Dlhá;;919 01;Suchá nad Parnou;Trnava
  Dobrá Voda;;919 54;Dobrá Voda pri Trnave;Trnava
  Dobrohošť;;930 31;Vojka nad Dunajom;Dunajská Streda
  Dojč;;906 02;Dojč;Senica
  Dolná Krupá;;919 65;Dolná Krupá;Trnava
  Dolná Potôň;;930 02;Orechová Potôň;Dunajská Streda
  Dolná Streda;;925 63;Dolná Streda;Galanta
  Dolné Dubové;;919 52;Dolné Dubové;Trnava
  Dolné Janíky;;930 39;Zlaté Klasy;Dunajská Streda
  Dolné Lovčice;;919 27;Brestovany;Trnava
  Dolné Orešany;;919 02;Dolné Orešany;Trnava
  Dolné Otrokovce;;920 61;Dolné Trhovište;Hlohovec
  Dolné Saliby;;925 02;Dolné Saliby;Galanta
  Dolné Trhovište;;920 61;Dolné Trhovište;Hlohovec
  Dolné Zelenice;;920 52;Siladice;Hlohovec
  Dolný Bar;;930 14;Dolný Bar;Dunajská Streda
  Dolný Chotár;;925 41;Kráľov Brod;Galanta
  Dolný Lopašov;;922 04;Dolný Lopašov;Piešťany
  Dolný Štál;;930 10;Dolný Štál;Dunajská Streda
  Drahovce;;922 41;Drahovce;Piešťany
  Dubovany;;922 08;Veselé pri Piešťanoch;Piešťany
  Dubovce;;908 62;Dubovce pri Skalici;Skalica
  Ducové;;922 21;Moravany nad Váhom;Piešťany
  Dunajská Streda;;929 01;Dunajská Streda 1;Dunajská Streda
  Dunajský Klátov;;930 21;Jahodná pri Dunajskej Strede;Dunajská Streda
  Dvorníky;;920 56;Dvorníky nad Váhom;Hlohovec
  Eliášovce;;930 38;Nový Život;Dunajská Streda
  Etreho Kračany;;930 03;Kráľovičove Kračany;Dunajská Streda
  Gabčíkovo;;930 05;Gabčíkovo 1;Dunajská Streda
  Galanta;;924 01;Galanta 1;Galanta
  Gáň;;924 01;Galanta 1;Galanta
  Gbely;;908 45;Gbely;Skalica
  Havran;;906 04;Rohov;Senica
  Heďbeneéte;;929 01;Dunajská Streda 1;Dunajská Streda
  Hlboké;;906 31;Hlboké;Senica
  Hlohovec;9. mája;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Arpáda Felcána;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Balatón;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Balatónska;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Bernolákova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Bezručova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Bottova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Bytovka ŠM;920 03;Hlohovec 3;Hlohovec
  Hlohovec;ČSA;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Čulenova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;D. Jurkovičova;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Drevená;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Družstevná;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Duklianska;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Fándlyho;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Fraňa Kráľa;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Františka Lipku;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Františkánske nám.;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Fraštacká;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Gáborská;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Gaštanová;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Gorkého;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Hájska;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Hlohová;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Hollého;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Holubyho;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Hurbanova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Hviezdoslavova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Inovecká;920 01;Hlohovec 1;Hlohovec
  Hlohovec;J. A. Gagarina;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Janka Kráľa;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Jarmočná;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Jesenského;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Kalinčiakova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Kamenná;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Kamenohorská;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Karpatská;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Komenského;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Koperníkova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;kpt. Nálepku;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Krátka;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Kruhová;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Kukučínova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;L. Novomeského;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Ľ. Podjavorinskej;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Ľ. Zúbku;920 01;Hlohovec 1;Hlohovec
  Hlohovec;M. Bela;920 01;Hlohovec 1;Hlohovec
  Hlohovec;M. Benku;920 01;Hlohovec 1;Hlohovec
  Hlohovec;M. R. Štefánika;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Malá;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Manckovičova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Mierová;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Michalská;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Mladý háj;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Mlynská;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Náb. A. Hlinku;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Nám. sv.Cyrila a Met;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Nám. sv. Michala;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Nerudova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Nitrianska;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Okrúhla;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Osloboditeľov;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Palackého;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Palárikova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Panska Niva;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Jilemnického;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Pltnícka;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Pod Beranom;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Pod Šomod;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Podzámska;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Pri cintoríne;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Pribinova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Puškinova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;R. Dilonga;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Pavloviča;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Radlinského;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Rázusova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Rovná;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Rozmarínová;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Ružová;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Rybárska;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Sereďská;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Sihoťská;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Sládkovičova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Slnečná;920 01;Hlohovec 1;Hlohovec
  Hlohovec;SNP;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Stará hora;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Svätopeterská;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Šafárikova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Školská;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Školská;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Šoltésova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Šomodská;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Štúrova;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Šulekova;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Tajovského;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Tehelná;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Terezov;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Timravy;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Tolstého;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Továrenská;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Vansovej;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Vážska;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Veterná;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Vinohradská;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Vodárenská;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Za poštou;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Zábranie;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Záhradnícka;920 03;Hlohovec 3;Hlohovec
  Hlohovec;Zajačky;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Zámok;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Závalie;920 01;Hlohovec 1;Hlohovec
  Hlohovec;Železničná;920 01;Hlohovec 1;Hlohovec
  Holice;;930 34;Holice na Ostrove;Dunajská Streda
  Holíč;;908 51;Holíč 1;Skalica
  Horná Dolina;;906 05;Sobotište;Senica
  Horná Krupá;;919 65;Dolná Krupá;Trnava
  Horná Potôň;;930 36;Horná Potôň;Dunajská Streda
